"","ward","area","name"
"504","E05004059",41.5122990060245,"The Three Colnes"
"505","E05005107",23.3496264294271,"Burham, Eccles and Wouldham"
"506","E05005236",241.466750899505,"Lower Lune Valley"
"507","W05000115",21.6690874066755,"Bryn"
"508","E05002244",4.35482528773495,"Stifford Clays"
"509","E05008565",8.35534510229139,"Churchdown Brookfield"
"510","E05007290",3.9564053702016,"Christchurch"
"511","E05002262",2.08842495112876,"Rochester East"
"512","E05005575",1.21384492451851,"Mablethorpe East"
"513","E05007497",8.05326658033239,"Caldecott"
"514","E05001613",5.2238343973425,"Poplars and Hulme"
"515","E05000224",4.95728620872945,"Middle Park and Sutcliffe"
"516","E05002732",57.4602259841405,"Stretham"
"517","E05004863",4.63015751309111,"Sherrards"
"518","W05000677",3.9707179129491,"Llwyn-y-pia"
"519","E05001384",5.84172333041592,"Sowerby Bridge"
"520","E05008148",217.923650550462,"Brown Clee"
"521","E05005984",11.5804949522963,"Thrapston Lakes"
"522","E05005787",13.6928453423269,"Caister South"
"523","E05004939",8.31653110997226,"Swanscombe"
"524","E05006038",45.9496725208409,"Hackleton"
"525","E05006628",39.007707594161,"Ascott and Shipton"
"526","E05004398",0.836924492649861,"Slade"
"527","E05004579",4.88175353879727,"Waterloo"
"528","W05000855",4.68682014983985,"Caerau"
"529","E05004370",4.2790651339793,"Longlevens"
"530","E05007932",12.0162312530899,"Cookley"
"531","E05004304",2.96098531111766,"Springbank"
"532","E05006221",7.33098895457575,"Northallerton Central"
"533","E05006285",92.7199713821698,"Lower Wensleydale"
"534","E05007836",2.61187273036472,"Sidemoor"
"535","W05000498",2.45405608028093,"Lliedi"
"536","E05006263",2.20169452623103,"Ripon Moorside"
"537","E05002059",3.03709174944326,"Kings Chase"
"538","E05004097",48.1893140489272,"Boreham and The Leighs"
"539","W05000932",30.2630975137924,"Dinas Powys"
"540","E05000054",8.16778720032153,"Hale"
"541","E05007218",8.21735614194511,"Rushmere St Andrew"
"542","E05005640",2.34480032924294,"Sleaford Navigation"
"543","E05003624",187.740314519474,"Hartland and Bradworthy"
"544","E05001062",146.627971843206,"Stannington"
"545","E05008198",134.939868255928,"Worfield"
"546","E05000552",2.86764875593882,"Surrey Docks"
"547","E05000463",1.78465644784229,"Lavender Fields"
"548","E05008194",101.865524200456,"Wem"
"549","E05005872",95.5366750003954,"Walsingham"
"550","E05001744",7.50666265429986,"Town"
